Vmag,Plx,e_Plx,B-V,Amag,SpType,TargetClass
7.807081337,-0.7785868804,1.021136635,0.5074762504,7.395476104,1121,0
8.021769227,22.55729424,1.300355651,0.5585457762,19.9423662,734,0
7.447843715,6.451843681,0.7945788287,0.5278031567,17.6041791,524,1
8.460334329,1.25867999,1.112370299,1.216744008,14.34337575,1027,1
9.457570481,1.990844821,1.46900204,1.032326634,14.63490059,1066,1
5.683486367,21.67872839,0.5817325752,0.5043361841,18.61857084,694,1
8.65721725,1.47247493,1.378332361,0.6035627238,14.92694452,189,1
8.525161397,1.024118102,1.045840827,1.250264897,15.52458311,969,1
7.108129272,1.073350758,1.055398821,0.04199209952,12.51247691,403,0
8.211947114,2.481497565,0.7568837487,0.1397615509,14.60096926,368,0
3.901233633,4.621248221,0.7142724534,0.9112185481,14.6217399,844,0
3.14490589,20.35714378,0.7366839627,0.9964614208,17.00245266,888,1
8.810111486,1.073227286,0.9766552411,1.306087678,13.90610489,931,0
8.180715739,3.376412114,0.8768741095,1.302048792,17.41866402,994,1
8.867942359,2.366905156,0.8385394632,0.1530701556,16.12012218,175,0
9.184373308,10.52029662,0.7931631667,0.5785245235,19.72949404,613,1
6.621954193,3.35245018,0.9442586385,1.29962051,14.04576986,1016,1
8.47002945,10.10590486,0.7073489178,0.4193636546,17.93732799,207,1
7.264937281,4.50907573,0.9714862345,1.330288568,15.6599709,931,0
8.473223612,6.206427367,0.9232361994,1.10592757,17.37334468,976,0
4.054990658,45.31267897,0.6571238693,0.5479376738,17.73187465,687,0
8.738415878,1.756112337,1.155942474,1.140164454,15.84223236,744,1
8.167483494,2.744391284,0.8033927269,1.27065472,14.93906757,1016,1
8.965799071,2.255488259,1.343598039,0.3318535723,15.92231989,524,1
7.302746556,0.7617483469,0.7348159456,0.8950305164,9.871111063,205,1
8.158558411,11.94406693,1.10371674,0.3157720104,17.86261554,653,1
8.540579239,4.25392998,1.376464025,1.155800411,15.61723992,931,0
8.753306094,1.57391571,1.041349022,1.214280643,15.02337541,988,1
3.022188072,0.6634509895,0.7387144602,1.55595746,11.78609652,1026,1
8.090029331,2.867018269,0.5753205467,1.20227914,16.32174128,969,1
4.864939311,20.55454864,0.7237434549,0.138823749,18.34929941,560,1
8.890506116,1.182196003,1.362338796,1.32527011,14.73166147,969,1
8.785247958,9.309214899,1.559223679,0.5815177316,18.57342494,757,0
8.630508288,2.449353429,1.193691006,0.9043712656,15.0658362,844,0
7.933125028,-3.033505784,0.846610865,0.6847624415,21.09234912,913,0
8.878851125,19.35864965,1.193547962,0.6947439246,20.5570683,792,0
7.562426367,9.355824133,0.787164163,0.9127345057,16.90362352,687,0
7.917242809,4.470991573,1.076736568,1.19118635,15.33998647,1016,1
3.114640371,9.076700998,0.5620090083,0.8329147315,13.88095633,844,0
8.641161754,4.926563252,1.41692904,0.5948054409,16.50058276,619,1
8.815621565,3.746105882,1.436392795,0.8355304318,17.43095968,150,0
6.724505556,10.50301496,1.115552398,0.4328389038,16.33270633,566,0
8.328873897,1.432173291,0.8939305018,0.0533267476,15.04586381,378,0
8.335680528,-0.003179919022,0.9652329151,1.276632283,12.13386914,994,1
8.659193946,22.04238551,1.087899486,0.9208569782,22.25477259,984,0
9.858635803,13.50179239,1.097697157,0.8351860522,21.38600359,830,0
8.165395075,2.911706297,0.7940882871,0.2076264995,16.0927862,175,0
4.717063704,7.639666653,0.9946104471,0.1350787233,15.84620915,464,1
6.902637485,12.5031488,0.9730307884,0.4538945782,17.23349049,595,1
8.697628952,1.985069957,0.8481464486,0.5211226921,15.37900237,517,1
3.017211528,1.533769394,0.7191275162,-0.02408301429,10.2094334,149,1
4.740263694,4.476960778,1.009370588,1.11550196,15.98879249,994,1
8.368431089,1.511083224,0.8379299754,1.048022287,13.91417503,844,0
6.063710617,6.80716753,1.127854503,1.360072603,15.35822018,969,1
4.404053008,1.930445319,0.5860848174,-0.08162169216,13.7743308,286,1
8.4161224,1.923269997,1.327508658,1.274194241,14.84146384,994,1
8.824221768,5.465417697,1.628798402,0.4447208623,18.28855773,757,0
8.429421804,4.641822049,1.240502774,0.6932911477,16.78776702,584,1
8.532405496,7.369719775,1.394917806,0.6139918281,18.68766519,619,1
8.889277627,7.194619573,1.440227268,0.9174494452,19.26912079,888,1
9.568846325,11.92143666,1.320834627,1.024030339,23.26843861,1035,0
7.490779915,0.2225213339,1.094367544,0.2433201628,11.34143372,328,0
9.191349669,8.989098805,1.347921207,0.6320467212,18.53346381,757,0
7.138371203,3.055307826,0.7536299004,1.069828525,15.08918245,857,1
7.639735852,2.553781903,1.162223895,0.2605862978,16.33456798,126,1
8.373858112,7.763730425,0.8508443146,0.9046259626,17.57985374,844,0
8.118677863,1.314656584,1.014261795,1.505527091,14.64854444,994,1
9.592883894,3.321221237,1.347702638,1.168901044,17.24247197,844,0
9.637992324,10.28181798,1.512953969,1.298664602,19.0587478,969,1
8.030720777,11.47731111,0.9165813351,0.4200410831,17.88916622,619,1
8.311652525,4.258577315,1.100666146,1.364301096,17.69074844,931,0
7.950950985,12.03816334,0.990369165,1.181412928,18.5488847,853,1
8.333666692,5.707891082,1.330004261,0.9619525562,17.78013332,844,0
7.467305379,1.928849284,1.299877522,1.478332459,14.16413115,994,1
9.026829133,4.366577633,1.262819063,1.038210358,17.23557819,844,0
8.589749891,1.92717437,0.9998431412,1.142393106,15.39452884,931,0
7.239295837,5.643143192,0.5887147155,0.06472061497,17.85868732,21,0
8.839485137,4.767845378,0.9537330639,0.9360295464,16.79725327,850,1
9.05633502,3.120294102,1.639492197,0.4515222941,16.5551512,619,1
3.552613687,5.304473327,1.183292023,1.353599758,14.88798726,994,1
8.031836519,5.136192145,1.243813728,-0.05182798008,15.81698458,21,0
8.475601805,1.399432855,0.7643445584,0.03130631971,14.85252266,422,1
8.673851886,0.7616991985,0.6399478443,1.137767931,14.34698399,931,0
8.48431963,9.459155176,0.9819672808,0.558414002,18.22936097,738,0
10.22091805,1.651947619,1.61572371,0.474188918,16.29012644,721,1
4.271861575,15.42283997,0.4353202742,0.2115663211,17.94398934,528,1
9.031564823,3.223579598,2.030202226,0.05233845252,17.01235705,486,1
8.368472969,4.986075413,1.610182421,0.3178694406,16.45487793,524,1
8.010726042,7.048352252,0.8197930767,0.3397419617,16.71697833,123,0
9.684822771,23.34377748,1.853173399,0.9110021778,24.00622355,1011,1
10.02287297,2.404481051,1.944665966,0.617814759,16.48813762,584,1
7.662245021,3.063286544,1.310727916,1.068987963,15.83516951,888,1
8.242525349,1.841349978,1.202516536,1.084421312,15.11851708,888,1
6.315257673,0.964816287,0.5759758283,0.1553424347,11.09203544,149,1
5.792661529,2.645876412,0.5723823441,1.14642949,12.79075088,888,1
7.874594751,4.297989856,1.374001309,0.8932648238,17.08820981,888,1
9.074805576,21.73616648,1.255623027,0.8336370299,20.37171582,911,1
8.685639286,6.338292712,0.6826787811,0.5813858364,18.03418292,678,1
8.636321118,2.649727031,1.633737125,1.25799275,15.61804352,888,1
7.013131168,3.536568229,0.65936052,1.280071913,15.17147597,1027,1
7.666156648,9.191273892,0.9331821558,0.4588968476,17.84332773,757,0
7.722918708,3.366067055,1.057784631,-0.1559170795,15.93989948,438,0
8.737793556,3.446352233,2.101104389,1.239588526,17.30015928,844,0
9.900659819,7.625629177,1.806894123,0.4788384483,19.28906737,619,1
7.735565871,0.564511,1.335180499,1.407196216,14.40612351,969,1
8.879923537,10.68467611,1.607422013,0.6078432919,19.16238474,913,0
7.980751654,1.276982061,0.8935868897,1.611704952,12.98574401,1022,0
8.305280407,0.3271397702,1.18688813,0.1134096965,13.29283435,405,0
8.280467657,17.83186008,1.234318874,0.7282542311,18.5673365,792,0
2.264636763,1.992257525,0.4272771589,0.1168624141,14.08455372,311,0
8.094101492,6.000463103,1.231648752,0.9647272926,17.39296321,844,0
2.259990576,1.533792484,0.6489051868,1.025665761,11.41657282,736,0
6.903189705,1.004898163,0.8257554775,-0.2532919645,8.232429178,267,1
9.11908587,22.56570321,1.279112627,0.717832695,19.59011129,757,0
7.665215301,3.795350545,1.332786147,1.217029986,15.3540866,1027,1
8.197516662,2.562985395,1.177976415,1.165384196,15.49407925,931,0
8.793534788,2.651700301,1.029377635,1.033426364,16.29870445,888,1
9.034665784,7.969906472,1.666032567,1.100058408,17.73883309,931,0
8.100270654,4.342947035,1.134693583,0.9100622048,15.86778918,850,1
8.394890232,2.783499877,1.019559466,0.9010718092,16.40161345,619,1
9.410952212,34.74577352,1.035638645,1.632804096,23.95343281,1035,0
9.192426137,4.125427026,1.317875597,0.8984302572,18.17836444,864,0
7.180418442,2.226508477,1.17337823,1.266031527,13.91169505,931,0
8.374647207,5.064411065,1.262280817,0.2466622411,16.86983842,207,1
8.48529859,2.44531768,0.9947655833,0.1943690587,16.07273739,21,0
4.693959872,10.87335071,0.5372905302,0.5434140755,16.25098519,177,1
8.602832161,0.6610249386,1.071295998,1.529287668,13.77182729,994,1
9.273083688,6.801515186,0.9401794614,0.4881123992,18.11137429,619,1
8.822823878,2.03585377,1.039624886,0.09168620799,15.60515052,347,1
7.094388588,1.758307742,1.091690998,1.504642113,14.43331684,1017,1
9.255608856,4.11093071,2.016980141,0.3149510975,17.73345319,524,1
7.563937507,15.76488615,0.8127548712,0.7048480748,18.21733612,660,0
5.207182308,3.311196765,0.8139772432,1.048076117,13.59355677,846,0
7.752200057,9.360796869,0.7345566066,0.8631769846,16.4635391,687,0
5.633139112,3.704462345,0.5657285553,0.03459897671,13.11290935,320,0
7.325824622,16.32233278,0.6815978551,0.3958673779,18.4498393,584,1
10.16333206,19.80082905,1.55816909,0.8559711471,20.72972861,911,1
4.494564464,12.53415561,0.6624660386,0.8194844902,17.76364416,844,0
8.500717141,2.561105526,0.9741753718,1.458846607,15.6032218,969,1
8.963379822,2.709310395,0.9614536895,-0.1115251561,16.85513671,486,1
8.631758854,6.6853513,1.008670355,0.9957748285,18.37092323,829,0
7.201409985,12.72603123,0.8518867427,0.938173083,15.87652104,853,1
3.300416375,3.326110651,0.705179584,0.04313558141,13.32317219,425,1
8.257759608,5.279553418,1.10040245,0.8940518662,16.63600959,888,1
8.635671807,3.115437557,0.9680753346,1.277682882,16.1610099,994,1
7.710989044,5.417535689,0.9265929862,0.3044412711,17.19279318,207,1
6.669411282,9.509437042,1.048509702,0.8991471889,16.944768,888,1
8.135278484,8.663039533,1.449280578,-0.05048734374,17.29028025,21,0
7.686396589,3.105042189,1.263084305,1.487503778,14.52884229,994,1
4.107072351,13.93844462,0.6188148121,0.1124919066,15.87415787,21,0
7.582500414,13.75348109,0.671958269,0.3434529625,16.55158323,101,1
7.887297891,13.14560732,1.227605194,0.5873564212,19.30573813,709,1
7.699001662,3.939398357,0.8959433993,0.8817370261,15.59045649,888,1
7.924190676,2.291162729,0.9104405587,1.254889522,15.79872885,990,1
9.492887436,8.088913961,0.9992274365,0.5571759135,18.90225355,640,1
8.486636332,7.248337339,1.178644991,0.5653635717,17.68891021,660,0
3.609984904,7.777108242,0.5866171184,0.94850768,13.65528808,844,0
9.405491319,-0.4857232456,1.161125126,0.2331863965,10.65058151,428,1
7.946769449,3.354871968,0.9587928102,1.114014914,16.09016736,888,1
7.678662807,3.567601995,1.076216103,0.3194711234,15.93733482,507,1
8.259959,1.820749418,0.9157104653,0.006117003743,15.23626815,475,1
9.219511056,0.5609521979,1.170910213,0.3729102454,11.31808686,503,1
8.543597625,0.1213904476,0.8546954979,0.4124322598,13.11088419,197,0
7.922333803,1.505037159,1.455510981,0.9781981074,13.39077884,48,0
9.092936156,1.166049978,0.7454963679,0.18546799,15.80292867,296,1
7.904338114,4.916107327,0.9483717575,-0.09478833453,15.04601574,166,0
7.892405765,1.68455253,0.8112598986,0.1078763259,15.20785817,198,0
9.715004319,1.214472081,0.960140684,0.2777778067,13.57010844,420,1
9.050179426,3.448086503,1.139918069,0.8685229613,17.68533152,792,0
5.921655082,11.27449477,1.007917696,0.2971600687,17.12386841,138,0
3.590139849,1.985585895,0.6688646195,1.633379284,9.046771675,1010,1
3.052773942,15.94708559,0.663217611,0.06942456183,16.05231804,442,1
9.555397509,4.821140839,1.489279943,0.7963437576,18.40617613,792,0
7.512110582,18.30788867,1.123016382,0.598726726,19.44099833,738,0
8.816665851,9.707596175,0.8594019756,1.120421573,17.53034762,931,0
9.840489212,5.959413727,1.822840351,0.6116637923,20.08136139,619,1
9.356912168,5.413524647,0.8564380628,0.1396914264,17.66691158,47,0
8.2112813,3.118325524,0.9892850037,1.07179422,17.47942584,1033,0
7.87812741,5.412022812,1.029305689,0.8296578762,16.26264763,850,1
8.540060672,2.36926704,1.03090844,0.06338791818,15.02673533,296,1
8.309355588,7.178272824,1.004911603,1.012027734,17.49586923,994,1
8.324751847,2.755024528,1.922719275,0.9227451165,18.5236628,888,1
8.832454169,3.299741759,0.856375769,-0.005882457733,15.58737798,486,1
8.264380696,4.684617759,1.007924374,0.1130159474,16.49701248,788,1
8.243501444,2.193515821,1.283454811,0.9818877494,15.44444799,774,0
8.489598361,4.092679354,1.217950035,1.132983248,17.63938193,888,1
10.50993833,1.855181139,1.47524511,0.7500597328,15.84061869,546,1
8.891471493,0.3935414654,0.9494524727,1.59198152,12.72364958,994,1
8.702870102,1.340459706,1.239764907,1.029468629,14.22332438,888,1
4.499742811,10.33337935,0.6798908438,-0.004878183243,15.84188056,21,0
6.453724484,4.100369264,0.9765059658,0.733714207,15.00248621,888,1
8.679683651,6.757716822,0.989218507,0.3558692527,17.58712033,588,1
8.716743957,1.342639887,1.170422743,1.607137553,13.83287372,994,1
6.796257204,2.630265952,0.5538006656,-0.07084866886,12.41121274,460,0
6.09713926,12.40078082,0.7171860437,0.2575210156,16.57640962,141,0
8.778885555,3.742268432,1.187678216,0.2020806627,17.33709543,57,1
7.742842567,1.597626219,0.9485193606,1.401922584,14.98136184,1027,1
7.200736922,6.632573103,0.6578070855,0.3995966278,16.76614406,507,1
9.15995784,8.092700645,1.596759493,1.039908046,19.44489365,969,1
9.399637625,3.018851858,1.014004199,0.06960954804,15.39144579,420,1
8.334397465,3.183153358,1.207014939,1.129127895,15.73686734,853,1
9.006431778,9.138734069,1.311592249,0.6990483924,19.24707061,792,0
7.229303592,1.167932626,0.638952149,-0.04925140195,14.6558288,368,0
8.055074842,1.21078065,0.7951212602,1.404995282,14.63509488,1027,1
9.585429522,3.675016203,1.419159111,0.2963808725,17.93893367,137,0
4.830706366,36.20035759,0.5458091393,0.3716354284,17.48874592,513,1
9.099825781,1.122272164,0.9389050745,1.461432605,14.82905203,1078,0
8.820173533,1.617399283,1.130792199,0.2866586055,15.80671007,175,0
9.376488388,11.00526173,1.192378382,0.5016303977,18.31023176,584,1
8.546373934,6.766587995,1.344505081,0.3538494227,16.97127989,524,1
6.790805762,22.43695906,0.5187019645,0.6965567425,18.30049832,660,0
7.0606676,4.616382418,0.6050588587,-0.0007235205444,15.38886262,486,1
6.515542004,5.467744265,0.8446373312,1.537099444,15.67845643,1027,1
8.492231691,5.463590104,1.232922586,0.6759554718,18.16100108,920,1
7.946010128,-0.4223637874,0.9649558837,1.482548064,9.883406335,994,1
8.168311544,6.04592558,1.003091895,0.9996052257,16.92819122,888,1
9.281206629,2.473148492,0.8222974713,0.1699454643,15.47037372,21,0
9.602255139,4.441953951,1.241776518,0.9247907271,17.03926475,844,0
8.273043096,1.761593392,1.256010505,1.435827744,14.50312187,1027,1
8.012854493,0.4490528526,1.16904177,1.112112624,11.62436836,888,1
8.011316944,1.686164498,0.9677433167,0.1351022977,14.58756005,21,0
-0.687016541,29.68094994,0.5187612418,1.068911069,15.94848609,888,1
9.078751864,3.455299902,1.280378981,0.2845210805,16.41433828,524,1
8.80235919,6.40447837,1.181860341,0.5966348116,18.50897977,619,1
7.486108297,2.988695586,0.8479991226,1.329388827,14.79960928,960,1
9.149604659,4.213137875,1.145663329,1.049181571,15.86880599,888,1
7.458707012,6.012986654,1.122523628,0.4565919451,16.80195139,549,0
9.019314423,4.057161117,1.617643001,1.101000831,16.63284009,888,1
9.154185418,2.481304108,1.017255535,0.988191288,16.33947894,844,0
9.174192971,1.842522895,1.040820893,0.9760935507,14.2033579,868,1
6.375157131,3.237450968,0.9289133312,0.2020566008,15.2642878,1,1
8.426147313,1.329468385,0.9505117196,0.1477879997,15.34415337,378,0
6.731295746,5.798045582,0.8651315225,0.102068059,15.11130626,101,1
7.520748159,1.385947779,1.356217449,1.103590468,14.71458939,888,1
8.396261426,-0.7151907544,2.442453785,-0.06372075592,14.95621296,241,1
6.170615168,20.85562079,0.6927059928,0.6532445107,18.57858172,641,1
8.916527714,10.15050434,1.619272321,0.7669823798,20.73292164,757,0
3.219253152,18.44718774,0.4218465901,-0.06146474275,16.75748342,74,1
7.811063632,2.022741046,1.054527538,1.426907631,14.80641376,1027,1
3.639042572,26.00025685,0.750774049,1.030606179,16.96125614,893,0
4.216758311,18.45029849,0.6225486194,0.4201399271,16.87075225,531,0
8.760444707,0.6113755834,1.141150477,0.8500417777,14.06848969,888,1
9.130512137,8.027093072,1.268230694,0.6863433098,18.73077573,757,0
7.057294606,3.920944286,0.4936651795,0.0233091547,15.19256206,47,0
8.97621632,14.88447095,1.481701321,0.6731129616,19.69757285,757,0
8.512764697,5.500763876,0.930087044,0.5832644496,18.06798366,524,1
8.066246254,-0.2159184545,0.8383623879,0.9635061923,10.96187183,844,0
8.68799416,0.672967952,1.472641515,1.102566965,13.63110139,969,1
2.167628628,2.260446096,0.6787657231,-0.07972041055,12.16137696,257,1
8.030721468,3.159422216,0.9043020181,1.054206789,14.84283847,931,0
9.639283752,7.270149154,0.9631807993,1.181753332,20.15563564,953,0
9.332355259,3.61439554,1.606587319,1.250936884,19.11700718,1077,0
9.445692728,17.53241584,0.8982900677,0.8277191183,19.29089849,814,1
6.137090134,4.186137689,0.7666742941,-0.008180129891,15.0031568,438,0
9.078994381,5.588377696,1.584059376,0.5832149704,17.2541693,584,1
6.772082537,24.19366934,0.872477852,0.6254003832,17.83524361,633,1
6.159348611,7.773600941,0.802365753,0.342788636,16.06363035,189,1
5.702443442,8.548659975,0.9588541062,0.4313299365,18.15365724,560,1
5.989079232,21.9351276,0.5733907298,0.4966267153,17.12247933,619,1
9.905129871,-1.356298652,1.241034718,0.4429677569,15.44424448,342,0
2.979196522,10.26426874,0.4310648359,-0.03845651011,15.67600633,486,1
8.953038061,2.527550285,1.523143906,0.9419948002,15.8168167,844,0
7.826714425,2.757429678,1.102833508,0.08418088198,15.6164381,53,0
8.439348471,0.4560694332,1.657296004,0.9712062474,14.28775853,844,0
9.474112755,13.13988207,1.26197565,0.5864510992,19.93739688,757,0
7.73414189,2.61704677,0.9714370164,1.289025728,15.69888878,1045,0
7.052748924,11.69725631,0.588795413,0.5295873042,16.55674278,584,1
5.851394711,0.9576902205,0.6075303996,0.8819971979,7.779905057,626,0
7.902742764,12.97370025,0.985844831,1.048008565,15.57479128,931,0
8.148387432,-0.4629073871,0.9639899783,1.189623253,10.23794715,969,1
8.931358059,4.743507332,1.157955624,0.8670589863,18.47858326,864,0
7.492015534,9.549041846,0.7076846573,1.073641708,16.10602609,844,0
8.861098303,1.204058656,1.574200047,0.03258967297,15.23843063,328,0
8.7411475,3.94284302,0.9433129694,0.3490198166,16.58237558,628,0
7.250887646,2.768408496,1.02782609,0.9967575,15.04454911,1027,1
8.930091493,6.278135713,1.331843345,1.397529151,17.41414324,969,1
2.619648159,0.6720475193,0.5975971736,0.4728793723,10.78339613,581,1
7.937241368,0.09226009848,1.008896663,1.443385972,10.79156713,1016,1
8.052118393,2.457678741,0.8921211179,-0.06013292875,15.11726557,482,1
8.065677466,1.806418261,1.046687158,1.0579077,16.1312742,850,1
4.188235726,9.13259024,0.620071075,-0.01070403383,14.60964684,74,1
6.881813549,7.094397704,0.7534620127,0.7233064597,16.25354659,564,0
10.11927614,15.83756352,1.112308176,0.5499396086,19.91624559,686,0
7.182177223,6.345982689,1.015262581,1.005878689,17.79892648,888,1
9.151447255,-1.142918104,1.24475673,-0.02079712789,14.70808257,171,1
9.157866503,12.5519072,0.8897891348,0.4666954424,18.42475232,584,1
4.417252402,3.391604548,0.6384813118,1.198616057,14.45351946,1012,1
8.353222635,4.718316457,0.944159919,1.019373504,17.3223484,844,0
7.816377983,1.756823564,1.373961253,0.7267990505,15.40019722,776,0
9.58809493,3.159420695,1.272515844,0.2821754991,16.96963565,771,0
7.914958687,3.260474366,1.266469413,1.33862342,16.0584556,931,0
4.50033646,37.16175627,0.7807796987,0.6037837057,18.78089801,950,1
9.044305727,11.27891305,1.385154454,0.5847363148,19.00536566,757,0
8.502167966,11.78849317,1.144701417,0.1948319929,16.5120923,491,1
2.879007282,7.246503403,0.4169304074,0.02245389209,17.24492989,701,1
9.187750254,1.754822781,0.8472365873,1.151757984,15.51145507,668,0
8.284667667,0.8132445075,1.010444522,1.460944505,14.42252768,969,1
8.446482247,3.072694783,1.352633388,0.5197375878,16.24202008,627,0
8.33652955,2.910389666,0.9520863102,1.052833589,15.10043812,844,0
8.024032268,5.179295765,1.061960851,-0.1350947048,17.01269742,128,1
8.846490343,3.269311607,1.38130869,0.4342462456,16.8034142,560,1
8.542308921,8.994940325,1.085446718,0.6661533391,18.71085981,660,0
8.837155371,-2.005275496,1.146891709,0.6045188029,14.55568913,804,1
9.063669153,31.52207031,1.508373372,0.8865284493,21.75662754,984,0
8.584903509,1.4633001,0.9993504215,1.410356974,15.03029838,1022,0
3.263511031,23.30654254,0.6680633822,0.3469000558,17.06351312,616,0
8.102216039,2.784522736,0.7848520168,0.2472191032,15.41331798,150,0
8.737009241,1.497488923,1.906710531,0.04389842041,15.59204997,151,0
3.033678873,19.97672974,0.8147416294,0.4188400516,17.29071735,569,0
1.064220896,5.202658984,0.5376397725,-0.08274061903,11.06670964,997,1
9.052142446,3.447201533,1.45345177,1.25352119,16.2099255,826,1
1.170621716,1.922343983,0.6617190156,1.280109387,11.04718614,681,1
7.824323134,4.383886788,1.296564145,0.4234384986,17.02185992,584,1
9.674074817,11.38125545,1.689008406,0.7359099335,19.96487848,830,0
7.686651624,3.077340766,0.7343811846,0.2125033679,15.46149065,30,1
-0.05548110471,1.811232782,0.5343733422,1.536061294,12.68630921,986,1
8.580025013,2.431697875,1.421329693,0.9969721518,16.39019097,888,1
8.070048627,3.814428941,1.041660366,0.08850291045,16.73489746,486,1
9.537225859,0.3521312022,1.205531032,1.390174228,14.61528829,969,1
8.990238298,6.799472079,1.6957041,0.03593195165,16.76294226,456,0
9.18342221,1.605762348,0.7927964229,0.9983924681,15.27493764,888,1
8.320898715,2.330484561,1.137078051,1.09750948,15.4605587,931,0
8.744571516,4.223471951,0.6513003716,0.2171015457,16.06638553,789,0
7.056957304,3.018338578,0.4075172484,0.482581629,13.4545736,727,0
8.465265515,14.32594,1.148842169,0.7033656515,21.11033692,745,1
7.168866982,34.36146086,0.9179128753,0.5091914415,19.47809074,634,0
7.10578509,2.019923864,0.7942844455,-0.1138296565,13.38873901,360,0
7.949309795,-0.9080633177,0.7280647845,0.558263473,7.699130651,1121,0
6.682301951,2.481166488,0.7516058168,-0.1039018247,13.37164243,215,1
8.294683607,1.30972546,0.8803209964,1.14580017,14.45727574,888,1
8.557605084,6.973634598,0.9070162308,0.4673278315,17.19730225,180,1
3.964453421,24.92067614,0.4587897747,0.4608601014,17.92568085,560,1
8.155827145,5.712366411,1.125670733,0.2351827831,18.21741697,207,1
8.073433962,7.52739832,0.8870624102,1.130393729,16.70287576,419,1
9.731676723,7.423129035,1.26208044,0.4977303742,19.25109718,619,1
7.756550858,10.34731968,0.9345185051,0.6898680051,17.74593589,584,1
8.19985695,3.769742989,1.862977896,-0.1776429635,16.31539657,905,0
5.434043522,20.6717384,0.6728693025,0.4759213382,18.25496061,640,1
9.487847953,2.027210423,1.041526567,1.038492905,15.31347386,888,1
3.590922773,4.706039974,1.013141203,1.168579566,15.35327513,931,0
9.365871056,1.648662552,1.264832839,1.076011894,15.47161423,888,1
8.848266902,7.290718942,1.18828325,0.05007758078,17.19389072,47,0
8.935370246,2.837547679,1.115471,1.068393153,15.44114912,958,1
9.007700736,0.8465555101,1.660358112,1.216667065,13.50329327,931,0
2.586481731,0.2925981389,0.6493047764,0.5855554151,9.813458711,522,1
4.036782446,18.86750943,0.5938224155,0.06913672505,16.15441017,872,0
8.327891716,3.440545595,0.9498969236,0.9427971969,17.03741481,888,1
7.267981351,11.46226284,0.6247880523,0.3007573952,16.88953986,92,1
9.047286514,1.037015127,0.9893419294,0.1915528032,14.85697578,1126,1
9.105120734,11.11231824,1.667712747,0.4829968112,21.23395833,661,1
9.013225049,4.024946915,1.075461669,0.6636817911,20.73787933,571,1
8.154234916,2.455606361,0.4009018655,1.529220002,15.2352072,969,1
8.721554092,1.235122647,0.9728241574,-0.09052837336,15.95287952,278,0
6.524818822,1.178528473,0.630907,0.2541379891,12.9624746,466,1
9.079086854,0.3408264184,1.260317738,1.571098988,14.05078789,969,1
7.110958211,8.889106598,0.6224354478,1.054385378,16.60971378,850,1
7.512478699,4.370241974,1.06312715,0.5357198887,16.01859718,619,1
9.323724451,5.213056826,1.369015952,0.4718974804,18.09750152,619,1
7.436087843,18.14755875,0.7869312723,0.6473279982,17.33105904,853,1
8.397296201,4.059451859,0.8061819099,0.4803512374,17.26232719,507,1
6.633628847,4.009889253,0.9096780318,1.022337973,14.96723494,931,0
7.045816147,1.518488097,0.7133578133,-0.02719955979,13.3545033,312,0
8.861164926,2.356455031,0.9057007277,1.074123391,14.97988452,994,1
7.899585844,3.093806215,0.6531620176,0.1769718935,14.44930817,468,1
8.053517076,3.540251312,0.7884598565,1.071827803,16.65751923,931,0
7.792096627,4.618013084,1.179773314,1.469466041,17.03606066,994,1
9.202178671,4.538715252,1.865181767,0.8985867507,18.1914694,74,1
6.979945754,24.40468403,0.8655724272,0.7308482464,19.55782392,954,0
8.401819669,7.436359188,0.8779244886,0.4123685028,16.98027034,524,1
6.73456656,16.11636671,0.5879381608,1.037924715,22.38903796,864,0
7.252207247,15.19929554,0.8420983887,0.7397917882,19.67240776,686,0
9.410003843,8.098819857,1.057440566,0.5255266538,18.15705109,660,0
8.403006205,2.442479958,1.413154961,0.9285913921,14.90731879,420,1
8.095070954,1.921548823,0.9962141089,0.2412504395,17.20959427,509,1
8.544638513,5.81735102,0.9953170122,0.3938466311,17.87522283,524,1
8.701935079,1.680247372,0.8998128131,1.111078253,14.41091722,969,1
0.9043784422,10.93146518,0.7027373261,0.2929581957,15.44697804,1035,0
8.153800832,3.973897188,1.429596366,0.2414129472,16.43769923,21,0
8.766439655,5.799620572,1.077577127,0.3925912207,17.95273074,619,1
9.348723366,20.72049048,0.9441162993,0.7481750946,19.54722801,931,0
9.700088518,5.446037429,1.176485589,0.9522346812,17.46311699,864,0
8.376248649,3.553464869,1.159313614,1.288955481,16.60536547,931,0
7.844456295,2.53767518,0.9090990678,1.366109457,15.20342678,888,1
3.493244302,20.57618423,1.083912754,0.9886583194,14.32127601,844,0
6.933244818,6.136985781,1.413696801,1.152951074,17.20767045,931,0
7.109786813,9.514300825,0.8730100017,1.071449182,16.019576,888,1
9.27752249,1.376675215,1.395824384,1.14590425,16.00591469,888,1
8.913978747,1.427770749,1.046981036,1.099070524,13.40419002,888,1
8.524861437,5.916618432,1.073068484,0.5198205457,18.5599879,619,1
5.912168298,26.24286049,0.8986943412,0.3945314865,18.10998187,686,0
7.58781713,4.020803428,1.231717224,1.224551627,16.20261184,1027,1
8.295547946,2.122406879,1.184316572,-0.003992876537,15.48939301,438,0
7.722806726,6.63461934,1.137736166,0.1190019445,18.20967274,175,0
8.725994419,16.96336637,0.8390292482,0.7290396852,17.52912573,757,0
7.580177058,6.094080645,0.9546788513,0.2997921624,16.71246648,92,1
